job_id,model,train_bins,val_bin,jac_mean,jac_std,jac0,jac1,jac2,jac3,jac4,jac5,jac6,jac7,jac8,jac9,jac10,jac11,jac12,jac13,jac14,jac15,d_model,batch_size,input_size,patch_size
12044002,C-RADIOv2-B,0_30_60_90,90,0.666,0.134,0.968,0.684,0.689,0.612,0.599,0.615,0.591,0.563,0.559,0.445,0.698,0.86,0.497,0.721,0.7,0.861,768,4,512,16
12044003,siglip2-base-patch16-512,0_30_60_90,0,0.567,0.166,0.952,0.593,0.628,0.49,0.324,0.549,0.519,0.566,0.373,0.454,0.543,0.517,0.319,0.698,0.726,0.821,768,4,512,16
12044003,siglip2-base-patch16-512,0_30_60_90,15,0.566,0.173,0.954,0.651,0.606,0.508,0.361,0.531,0.499,0.551,0.346,0.443,0.523,0.566,0.263,0.725,0.717,0.82,768,4,512,16
12044003,siglip2-base-patch16-512,0_30_60_90,30,0.588,0.164,0.956,0.7,0.619,0.548,0.392,0.538,0.511,0.559,0.393,0.47,0.537,0.592,0.301,0.75,0.713,0.823,768,4,512,16
12044003,siglip2-base-patch16-512,0_30_60_90,45,0.577,0.173,0.956,0.711,0.604,0.54,0.365,0.534,0.5,0.552,0.374,0.449,0.51,0.575,0.274,0.751,0.708,0.825,768,4,512,16
12044003,siglip2-base-patch16-512,0_30_60_90,60,0.583,0.166,0.957,0.702,0.628,0.539,0.424,0.545,0.498,0.551,0.36,0.458,0.524,0.559,0.302,0.746,0.707,0.822,768,4,512,16
12044003,siglip2-base-patch16-512,0_30_60_90,75,0.558,0.175,0.955,0.677,0.602,0.511,0.339,0.526,0.469,0.525,0.331,0.444,0.515,0.51,0.288,0.716,0.708,0.813,768,4,512,16
12044003,siglip2-base-patch16-512,0_30_60_90,90,0.563,0.172,0.956,0.653,0.62,0.513,0.329,0.526,0.472,0.529,0.36,0.479,0.548,0.503,0.287,0.713,0.711,0.815,768,4,512,16
12043998,dino_vitb16,0_30_60_90,0,0.805,0.118,0.978,0.857,0.875,0.807,0.6,0.839,0.814,0.79,0.577,0.63,0.799,0.883,0.678,0.909,0.907,0.934,768,4,512,16
12043998,dino_vitb16,0_30_60_90,15,0.774,0.143,0.976,0.856,0.849,0.758,0.584,0.818,0.791,0.767,0.513,0.556,0.761,0.886,0.545,0.906,0.893,0.928,768,4,512,16
12043998,dino_vitb16,0_30_60_90,30,0.815,0.108,0.979,0.878,0.882,0.805,0.724,0.824,0.806,0.789,0.615,0.609,0.799,0.902,0.676,0.918,0.902,0.935,768,4,512,16
12043998,dino_vitb16,0_30_60_90,45,0.788,0.133,0.977,0.868,0.855,0.786,0.573,0.817,0.798,0.783,0.569,0.576,0.762,0.894,0.599,0.913,0.898,0.935,768,4,512,16
12043998,dino_vitb16,0_30_60_90,60,0.819,0.103,0.98,0.876,0.883,0.813,0.732,0.832,0.81,0.804,0.614,0.64,0.782,0.902,0.687,0.913,0.903,0.936,768,4,512,16
12043998,dino_vitb16,0_30_60_90,75,0.782,0.138,0.978,0.861,0.863,0.774,0.583,0.816,0.789,0.775,0.493,0.61,0.751,0.886,0.591,0.902,0.905,0.931,768,4,512,16
12043998,dino_vitb16,0_30_60_90,90,0.809,0.109,0.98,0.868,0.884,0.798,0.654,0.822,0.795,0.772,0.648,0.648,0.786,0.895,0.636,0.912,0.91,0.936,768,4,512,16
12044005,tips-b14,0_30_60_90,0,0.674,0.137,0.961,0.702,0.745,0.598,0.448,0.651,0.659,0.688,0.485,0.532,0.691,0.63,0.52,0.783,0.846,0.848,768,4,504,14
12044005,tips-b14,0_30_60_90,15,0.651,0.16,0.96,0.7,0.719,0.566,0.376,0.621,0.634,0.671,0.423,0.464,0.671,0.704,0.439,0.799,0.83,0.837,768,4,504,14
12044005,tips-b14,0_30_60_90,30,0.698,0.131,0.965,0.748,0.772,0.624,0.494,0.642,0.667,0.685,0.53,0.536,0.721,0.723,0.533,0.843,0.833,0.851,768,4,504,14
12044005,tips-b14,0_30_60_90,45,0.677,0.147,0.963,0.723,0.743,0.619,0.455,0.63,0.647,0.685,0.471,0.464,0.686,0.728,0.5,0.839,0.83,0.849,768,4,504,14
12044005,tips-b14,0_30_60_90,60,0.702,0.132,0.966,0.747,0.756,0.661,0.543,0.651,0.669,0.708,0.511,0.52,0.716,0.759,0.499,0.849,0.823,0.858,768,4,504,14
12044005,tips-b14,0_30_60_90,75,0.663,0.158,0.963,0.71,0.748,0.593,0.426,0.635,0.64,0.678,0.44,0.497,0.691,0.704,0.392,0.83,0.826,0.841,768,4,504,14
12044005,tips-b14,0_30_60_90,90,0.68,0.152,0.965,0.717,0.768,0.631,0.424,0.647,0.649,0.693,0.501,0.548,0.708,0.73,0.392,0.816,0.832,0.853,768,4,504,14
12043999,dinov2_vitb14,0_30_60_90,0,0.783,0.125,0.97,0.849,0.855,0.814,0.616,0.81,0.793,0.734,0.542,0.583,0.754,0.905,0.629,0.888,0.874,0.916,768,4,504,14
12043999,dinov2_vitb14,0_30_60_90,15,0.763,0.146,0.969,0.861,0.852,0.798,0.58,0.791,0.772,0.72,0.486,0.543,0.73,0.907,0.542,0.89,0.86,0.907,768,4,504,14
12043999,dinov2_vitb14,0_30_60_90,30,0.786,0.122,0.972,0.873,0.863,0.819,0.66,0.787,0.778,0.726,0.558,0.568,0.754,0.91,0.649,0.897,0.86,0.91,768,4,504,14
12043999,dinov2_vitb14,0_30_60_90,45,0.775,0.133,0.971,0.865,0.842,0.813,0.564,0.791,0.78,0.734,0.53,0.553,0.734,0.905,0.644,0.896,0.861,0.91,768,4,504,14
12043999,dinov2_vitb14,0_30_60_90,60,0.795,0.114,0.973,0.866,0.871,0.84,0.657,0.802,0.786,0.745,0.572,0.585,0.765,0.895,0.697,0.888,0.861,0.911,768,4,504,14
12043999,dinov2_vitb14,0_30_60_90,75,0.766,0.139,0.971,0.86,0.854,0.798,0.562,0.793,0.771,0.723,0.475,0.565,0.733,0.885,0.618,0.884,0.864,0.906,768,4,504,14
12043999,dinov2_vitb14,0_30_60_90,90,0.782,0.121,0.972,0.86,0.873,0.807,0.615,0.79,0.773,0.717,0.561,0.608,0.747,0.902,0.631,0.893,0.862,0.908,768,4,504,14
12043997,clip-vit-base-patch16,0_45_90,0,0.778,0.119,0.971,0.843,0.867,0.781,0.544,0.803,0.781,0.745,0.566,0.605,0.744,0.851,0.698,0.881,0.865,0.904,768,4,512,16
12043997,clip-vit-base-patch16,0_45_90,15,0.752,0.139,0.969,0.846,0.839,0.761,0.531,0.779,0.752,0.721,0.51,0.555,0.724,0.862,0.561,0.879,0.852,0.896,768,4,512,16
12043997,clip-vit-base-patch16,0_45_90,30,0.756,0.138,0.97,0.858,0.843,0.763,0.528,0.774,0.754,0.726,0.514,0.555,0.709,0.881,0.592,0.883,0.849,0.896,768,4,512,16
12043997,clip-vit-base-patch16,0_45_90,45,0.782,0.119,0.973,0.87,0.854,0.816,0.579,0.787,0.772,0.746,0.568,0.592,0.751,0.876,0.685,0.883,0.86,0.906,768,4,512,16
12043997,clip-vit-base-patch16,0_45_90,60,0.757,0.14,0.971,0.848,0.841,0.772,0.554,0.778,0.762,0.752,0.458,0.548,0.709,0.864,0.624,0.873,0.861,0.901,768,4,512,16
12043997,clip-vit-base-patch16,0_45_90,75,0.754,0.139,0.971,0.849,0.843,0.755,0.559,0.777,0.749,0.732,0.46,0.569,0.706,0.854,0.594,0.873,0.867,0.898,768,4,512,16
12043997,clip-vit-base-patch16,0_45_90,90,0.787,0.11,0.974,0.856,0.869,0.786,0.667,0.787,0.764,0.736,0.567,0.629,0.75,0.889,0.659,0.885,0.868,0.902,768,4,512,16
12044002,C-RADIOv2-B,0_45_90,0,0.677,0.131,0.966,0.672,0.68,0.666,0.641,0.639,0.621,0.605,0.523,0.438,0.702,0.863,0.518,0.69,0.752,0.86,768,4,512,16
12044002,C-RADIOv2-B,0_45_90,15,0.629,0.155,0.962,0.635,0.641,0.568,0.499,0.595,0.58,0.578,0.452,0.378,0.651,0.849,0.424,0.672,0.726,0.85,768,4,512,16
12044002,C-RADIOv2-B,0_45_90,30,0.635,0.153,0.963,0.659,0.647,0.58,0.485,0.587,0.581,0.577,0.454,0.389,0.661,0.858,0.453,0.69,0.72,0.852,768,4,512,16
12044002,C-RADIOv2-B,0_45_90,45,0.688,0.128,0.968,0.71,0.688,0.631,0.63,0.627,0.622,0.618,0.537,0.446,0.715,0.879,0.593,0.745,0.733,0.866,768,4,512,16
12044002,C-RADIOv2-B,0_45_90,60,0.643,0.149,0.964,0.672,0.653,0.565,0.565,0.607,0.593,0.586,0.433,0.402,0.649,0.854,0.475,0.703,0.714,0.858,768,4,512,16
12044002,C-RADIOv2-B,0_45_90,75,0.64,0.15,0.965,0.679,0.656,0.545,0.568,0.607,0.587,0.568,0.426,0.408,0.669,0.842,0.453,0.708,0.708,0.855,768,4,512,16
12044002,C-RADIOv2-B,0_45_90,90,0.68,0.131,0.968,0.708,0.703,0.628,0.654,0.621,0.6,0.578,0.578,0.464,0.701,0.876,0.499,0.732,0.705,0.862,768,4,512,16
12044003,siglip2-base-patch16-512,0_45_90,0,0.574,0.164,0.953,0.6,0.638,0.5,0.316,0.559,0.529,0.569,0.383,0.457,0.528,0.546,0.353,0.709,0.729,0.821,768,4,512,16
12044003,siglip2-base-patch16-512,0_45_90,15,0.556,0.177,0.953,0.629,0.6,0.49,0.323,0.526,0.497,0.546,0.345,0.437,0.5,0.548,0.25,0.718,0.711,0.817,768,4,512,16
12044003,siglip2-base-patch16-512,0_45_90,30,0.566,0.175,0.955,0.668,0.61,0.499,0.338,0.523,0.497,0.546,0.371,0.463,0.517,0.561,0.251,0.738,0.702,0.819,768,4,512,16
12044003,siglip2-base-patch16-512,0_45_90,45,0.588,0.168,0.957,0.701,0.631,0.546,0.393,0.547,0.51,0.557,0.392,0.472,0.542,0.581,0.282,0.759,0.716,0.825,768,4,512,16
12044003,siglip2-base-patch16-512,0_45_90,60,0.556,0.179,0.955,0.674,0.614,0.499,0.364,0.527,0.483,0.532,0.327,0.433,0.478,0.533,0.243,0.729,0.692,0.818,768,4,512,16
12044003,siglip2-base-patch16-512,0_45_90,75,0.552,0.177,0.955,0.656,0.612,0.49,0.359,0.523,0.467,0.521,0.322,0.452,0.497,0.504,0.251,0.713,0.7,0.811,768,4,512,16
12044003,siglip2-base-patch16-512,0_45_90,90,0.568,0.17,0.956,0.646,0.637,0.499,0.336,0.533,0.481,0.532,0.378,0.49,0.552,0.507,0.293,0.728,0.713,0.815,768,4,512,16
12043998,dino_vitb16,0_45_90,0,0.818,0.106,0.979,0.86,0.883,0.82,0.672,0.846,0.818,0.796,0.61,0.649,0.804,0.899,0.696,0.911,0.91,0.935,768,4,512,16
12043998,dino_vitb16,0_45_90,15,0.766,0.149,0.975,0.846,0.835,0.742,0.525,0.819,0.788,0.764,0.517,0.56,0.74,0.889,0.53,0.905,0.895,0.928,768,4,512,16
12043998,dino_vitb16,0_45_90,30,0.775,0.142,0.976,0.854,0.85,0.741,0.532,0.813,0.787,0.768,0.544,0.56,0.74,0.898,0.592,0.911,0.897,0.931,768,4,512,16
12043998,dino_vitb16,0_45_90,45,0.826,0.101,0.981,0.881,0.881,0.825,0.704,0.838,0.809,0.8,0.634,0.65,0.812,0.917,0.722,0.918,0.909,0.94,768,4,512,16
12043998,dino_vitb16,0_45_90,60,0.782,0.137,0.978,0.855,0.848,0.775,0.574,0.818,0.794,0.787,0.509,0.577,0.744,0.89,0.624,0.907,0.901,0.933,768,4,512,16
12043998,dino_vitb16,0_45_90,75,0.776,0.14,0.977,0.854,0.85,0.761,0.581,0.815,0.783,0.768,0.484,0.607,0.743,0.878,0.579,0.898,0.905,0.929,768,4,512,16
12043998,dino_vitb16,0_45_90,90,0.819,0.102,0.981,0.875,0.886,0.81,0.681,0.828,0.797,0.788,0.668,0.668,0.799,0.906,0.656,0.911,0.911,0.938,768,4,512,16
12044005,tips-b14,0_45_90,0,0.684,0.13,0.962,0.708,0.744,0.597,0.458,0.653,0.661,0.693,0.511,0.554,0.668,0.679,0.558,0.796,0.854,0.845,768,4,504,14
12044005,tips-b14,0_45_90,15,0.635,0.166,0.959,0.681,0.691,0.523,0.327,0.6,0.617,0.656,0.421,0.471,0.639,0.705,0.423,0.785,0.83,0.825,768,4,504,14
12044005,tips-b14,0_45_90,30,0.648,0.167,0.962,0.715,0.712,0.551,0.325,0.607,0.634,0.661,0.439,0.472,0.658,0.702,0.436,0.833,0.821,0.834,768,4,504,14
12044005,tips-b14,0_45_90,45,0.712,0.125,0.966,0.76,0.783,0.656,0.506,0.65,0.669,0.703,0.548,0.54,0.716,0.746,0.596,0.857,0.838,0.854,768,4,504,14
12044005,tips-b14,0_45_90,60,0.662,0.16,0.963,0.723,0.732,0.609,0.423,0.617,0.63,0.681,0.397,0.503,0.667,0.7,0.429,0.843,0.828,0.845,768,4,504,14
12044005,tips-b14,0_45_90,75,0.65,0.165,0.962,0.707,0.738,0.575,0.412,0.614,0.619,0.666,0.386,0.492,0.668,0.68,0.385,0.827,0.835,0.834,768,4,504,14
12044005,tips-b14,0_45_90,90,0.688,0.143,0.965,0.73,0.783,0.651,0.47,0.647,0.651,0.68,0.505,0.561,0.709,0.702,0.434,0.833,0.842,0.851,768,4,504,14
12043999,dinov2_vitb14,0_45_90,0,0.791,0.12,0.971,0.855,0.855,0.834,0.622,0.813,0.788,0.739,0.551,0.598,0.762,0.912,0.67,0.89,0.877,0.916,768,4,504,14
12043999,dinov2_vitb14,0_45_90,15,0.76,0.147,0.969,0.855,0.836,0.793,0.535,0.79,0.768,0.72,0.493,0.542,0.729,0.912,0.555,0.893,0.859,0.907,768,4,504,14
12043999,dinov2_vitb14,0_45_90,30,0.764,0.141,0.969,0.862,0.839,0.785,0.529,0.784,0.766,0.721,0.509,0.545,0.726,0.912,0.615,0.895,0.856,0.906,768,4,504,14
12043999,dinov2_vitb14,0_45_90,45,0.793,0.117,0.973,0.873,0.853,0.832,0.623,0.798,0.782,0.741,0.575,0.591,0.763,0.909,0.7,0.899,0.866,0.914,768,4,504,14
12043999,dinov2_vitb14,0_45_90,60,0.769,0.139,0.971,0.852,0.843,0.807,0.566,0.797,0.772,0.742,0.484,0.539,0.723,0.896,0.637,0.891,0.865,0.91,768,4,504,14
12043999,dinov2_vitb14,0_45_90,75,0.762,0.144,0.971,0.855,0.844,0.793,0.559,0.793,0.767,0.722,0.46,0.57,0.724,0.885,0.579,0.889,0.868,0.907,768,4,504,14
12043999,dinov2_vitb14,0_45_90,90,0.79,0.115,0.973,0.863,0.874,0.817,0.642,0.792,0.775,0.723,0.591,0.616,0.748,0.907,0.646,0.895,0.869,0.909,768,4,504,14
12043997,clip-vit-base-patch16,0_90,0,0.79,0.108,0.972,0.859,0.85,0.806,0.631,0.807,0.783,0.747,0.574,0.612,0.761,0.865,0.714,0.879,0.869,0.906,768,4,512,16
12043997,clip-vit-base-patch16,0_90,15,0.749,0.139,0.969,0.841,0.824,0.754,0.535,0.775,0.746,0.718,0.511,0.546,0.727,0.863,0.547,0.878,0.851,0.897,768,4,512,16
12043997,clip-vit-base-patch16,0_90,30,0.739,0.144,0.969,0.839,0.814,0.728,0.497,0.751,0.734,0.714,0.515,0.544,0.696,0.873,0.537,0.878,0.847,0.896,768,4,512,16
12043997,clip-vit-base-patch16,0_90,45,0.735,0.149,0.969,0.835,0.797,0.737,0.446,0.741,0.729,0.721,0.509,0.542,0.697,0.86,0.546,0.87,0.856,0.9,768,4,512,16
12043997,clip-vit-base-patch16,0_90,60,0.738,0.147,0.97,0.831,0.818,0.739,0.495,0.749,0.735,0.736,0.454,0.529,0.692,0.853,0.586,0.864,0.863,0.898,768,4,512,16
12043997,clip-vit-base-patch16,0_90,75,0.749,0.142,0.971,0.85,0.828,0.751,0.527,0.769,0.745,0.731,0.466,0.572,0.711,0.852,0.569,0.869,0.871,0.896,768,4,512,16
12043997,clip-vit-base-patch16,0_90,90,0.794,0.104,0.975,0.863,0.87,0.803,0.681,0.786,0.766,0.753,0.593,0.638,0.763,0.883,0.669,0.885,0.874,0.904,768,4,512,16
12044002,C-RADIOv2-B,0_90,0,0.698,0.124,0.968,0.7,0.713,0.704,0.647,0.661,0.642,0.618,0.562,0.459,0.711,0.883,0.563,0.723,0.755,0.866,768,4,512,16
12044002,C-RADIOv2-B,0_90,15,0.619,0.156,0.961,0.597,0.627,0.547,0.512,0.585,0.578,0.564,0.453,0.367,0.628,0.827,0.404,0.687,0.714,0.85,768,4,512,16
12044002,C-RADIOv2-B,0_90,30,0.585,0.165,0.96,0.559,0.605,0.473,0.479,0.537,0.534,0.53,0.42,0.352,0.603,0.8,0.345,0.638,0.691,0.838,768,4,512,16
12044002,C-RADIOv2-B,0_90,45,0.567,0.172,0.959,0.569,0.567,0.43,0.383,0.519,0.516,0.516,0.42,0.333,0.585,0.778,0.352,0.61,0.696,0.839,768,4,512,16
12044002,C-RADIOv2-B,0_90,60,0.586,0.166,0.961,0.602,0.599,0.436,0.474,0.547,0.531,0.533,0.415,0.36,0.596,0.789,0.353,0.641,0.697,0.84,768,4,512,16
12044002,C-RADIOv2-B,0_90,75,0.625,0.155,0.964,0.657,0.645,0.516,0.569,0.597,0.581,0.555,0.441,0.401,0.636,0.806,0.371,0.72,0.703,0.847,768,4,512,16
12044002,C-RADIOv2-B,0_90,90,0.689,0.126,0.969,0.713,0.709,0.641,0.672,0.642,0.622,0.584,0.594,0.483,0.7,0.862,0.496,0.753,0.712,0.865,768,4,512,16
12044003,siglip2-base-patch16-512,0_90,0,0.589,0.16,0.954,0.625,0.652,0.524,0.335,0.571,0.543,0.582,0.382,0.481,0.557,0.553,0.375,0.729,0.74,0.826,768,4,512,16
12044003,siglip2-base-patch16-512,0_90,15,0.548,0.179,0.953,0.628,0.601,0.48,0.311,0.525,0.494,0.543,0.322,0.441,0.492,0.494,0.258,0.712,0.701,0.817,768,4,512,16
12044003,siglip2-base-patch16-512,0_90,30,0.537,0.182,0.953,0.642,0.591,0.462,0.301,0.504,0.477,0.524,0.342,0.442,0.471,0.473,0.225,0.69,0.682,0.814,768,4,512,16
12044003,siglip2-base-patch16-512,0_90,45,0.534,0.184,0.954,0.654,0.572,0.476,0.279,0.505,0.473,0.517,0.333,0.431,0.463,0.484,0.228,0.681,0.679,0.814,768,4,512,16
12044003,siglip2-base-patch16-512,0_90,60,0.532,0.183,0.954,0.653,0.579,0.469,0.314,0.509,0.468,0.51,0.301,0.414,0.461,0.49,0.229,0.683,0.672,0.811,768,4,512,16
12044003,siglip2-base-patch16-512,0_90,75,0.544,0.18,0.955,0.653,0.612,0.482,0.323,0.518,0.47,0.519,0.307,0.432,0.472,0.494,0.262,0.706,0.693,0.807,768,4,512,16
12044003,siglip2-base-patch16-512,0_90,90,0.581,0.165,0.958,0.668,0.66,0.521,0.357,0.543,0.498,0.541,0.377,0.495,0.569,0.526,0.319,0.739,0.714,0.815,768,4,512,16
12043998,dino_vitb16,0_90,0,0.833,0.099,0.98,0.875,0.902,0.845,0.696,0.855,0.827,0.803,0.641,0.654,0.824,0.912,0.738,0.915,0.916,0.939,768,4,512,16
12043998,dino_vitb16,0_90,15,0.767,0.149,0.975,0.846,0.842,0.739,0.525,0.817,0.786,0.76,0.537,0.551,0.754,0.891,0.52,0.901,0.897,0.928,768,4,512,16
12043998,dino_vitb16,0_90,30,0.744,0.162,0.974,0.826,0.817,0.693,0.442,0.792,0.766,0.752,0.493,0.529,0.717,0.876,0.513,0.89,0.89,0.928,768,4,512,16
12043998,dino_vitb16,0_90,45,0.731,0.171,0.974,0.819,0.781,0.685,0.355,0.781,0.753,0.75,0.509,0.548,0.706,0.849,0.473,0.887,0.894,0.929,768,4,512,16
12043998,dino_vitb16,0_90,60,0.742,0.162,0.975,0.819,0.808,0.696,0.448,0.793,0.766,0.759,0.472,0.541,0.707,0.853,0.509,0.893,0.899,0.93,768,4,512,16
12043998,dino_vitb16,0_90,75,0.771,0.143,0.977,0.856,0.845,0.741,0.567,0.81,0.782,0.764,0.502,0.592,0.742,0.874,0.549,0.896,0.912,0.931,768,4,512,16
12043998,dino_vitb16,0_90,90,0.837,0.088,0.982,0.886,0.902,0.82,0.758,0.838,0.816,0.8,0.716,0.682,0.809,0.91,0.699,0.915,0.917,0.939,768,4,512,16
12044005,tips-b14,0_90,0,0.706,0.124,0.963,0.728,0.768,0.683,0.483,0.674,0.677,0.701,0.502,0.563,0.713,0.684,0.637,0.815,0.86,0.846,768,4,504,14
12044005,tips-b14,0_90,15,0.622,0.169,0.958,0.66,0.696,0.502,0.319,0.583,0.61,0.625,0.4,0.468,0.65,0.647,0.405,0.778,0.825,0.821,768,4,504,14
12044005,tips-b14,0_90,30,0.578,0.185,0.957,0.614,0.65,0.408,0.255,0.517,0.557,0.587,0.383,0.451,0.612,0.568,0.315,0.757,0.804,0.807,768,4,504,14
12044005,tips-b14,0_90,45,0.565,0.197,0.957,0.617,0.649,0.431,0.226,0.488,0.522,0.583,0.37,0.415,0.596,0.532,0.26,0.768,0.808,0.81,768,4,504,14
12044005,tips-b14,0_90,60,0.584,0.19,0.959,0.648,0.661,0.48,0.3,0.507,0.543,0.61,0.342,0.409,0.611,0.592,0.276,0.788,0.804,0.816,768,4,504,14
12044005,tips-b14,0_90,75,0.628,0.17,0.96,0.682,0.709,0.535,0.37,0.579,0.597,0.636,0.406,0.488,0.676,0.618,0.339,0.807,0.826,0.826,768,4,504,14
12044005,tips-b14,0_90,90,0.696,0.139,0.966,0.724,0.802,0.659,0.484,0.652,0.658,0.675,0.583,0.536,0.744,0.689,0.431,0.832,0.84,0.854,768,4,504,14
12043999,dinov2_vitb14,0_90,0,0.803,0.113,0.972,0.869,0.869,0.855,0.675,0.813,0.792,0.746,0.565,0.613,0.779,0.912,0.7,0.897,0.879,0.917,768,4,504,14
12043999,dinov2_vitb14,0_90,15,0.761,0.146,0.969,0.856,0.846,0.782,0.565,0.788,0.766,0.724,0.486,0.54,0.737,0.905,0.548,0.892,0.862,0.906,768,4,504,14
12043999,dinov2_vitb14,0_90,30,0.75,0.149,0.968,0.851,0.827,0.753,0.536,0.778,0.759,0.722,0.478,0.523,0.716,0.894,0.546,0.886,0.855,0.905,768,4,504,14
12043999,dinov2_vitb14,0_90,45,0.747,0.154,0.968,0.847,0.805,0.771,0.452,0.781,0.762,0.732,0.494,0.525,0.717,0.887,0.554,0.883,0.861,0.909,768,4,504,14
12043999,dinov2_vitb14,0_90,60,0.754,0.149,0.969,0.841,0.83,0.775,0.506,0.791,0.768,0.741,0.462,0.524,0.719,0.886,0.603,0.879,0.863,0.908,768,4,504,14
12043999,dinov2_vitb14,0_90,75,0.762,0.142,0.971,0.858,0.85,0.787,0.539,0.794,0.765,0.726,0.48,0.559,0.734,0.878,0.59,0.88,0.871,0.905,768,4,504,14
12043999,dinov2_vitb14,0_90,90,0.802,0.107,0.974,0.871,0.89,0.831,0.676,0.801,0.781,0.735,0.62,0.621,0.771,0.905,0.672,0.897,0.871,0.911,768,4,504,14
